Tm24_Anova_bis_med	T0_Anova_bis_med	T6_Anova_bis_med	T12_Anova_bis_med	T18_Anova_bis_med	T24_Anova_bis_med	T30_Anova_bis_med	T42_Anova_bis_med	T54_Anova_bis_med	T96_Anova_bis_med
Pa_4_3485	-0.82	-0.49	-0.68	0.26	1.55	1.63	1.26	0.4	-0.26	-1.01
Pa_4_3488	-2.15	-2.05	-1.75	0.06	0	0	-0.41	0.54	1.71	2.03
Pa_4_3490	-0.55	0.09	-0.27	-0.03	0.18	-0.06	-0.17	0.03	0.81	1.71
Pa_4_350	-0.4	0.12	-0.38	-0.36	-0.07	-0.21	0.07	0.2	0.72	1.81
Pa_4_3500	-0.42	0.1	-0.41	0.22	0.35	0.01	0.12	-0.09	-0.22	-0.01
Pa_4_3510	-0.39	-0.07	0.06	-0.06	-0.06	-0.07	0.07	0.23	0.3	0.29
Pa_4_3513	0.45	1.5	1.57	1.24	0.32	-0.32	-1.52	-2.33	-2.96	-2.91
Pa_4_3514	1.02	0.07	-0.07	-0.17	-0.15	-0.28	-0.48	0.15	1.58	0.78
Pa_4_3516	0.07	0.88	0.58	0.13	-0.07	-0.33	-0.65	-0.8	-0.57	1.24
Pa_4_3517	-0.17	0.23	0.52	0.03	-0.08	-0.03	-0.64	-0.24	0.29	0.7
Pa_4_3519	-0.34	0.82	0.6	0.57	0.21	0.02	-0.17	-0.04	-0.02	-0.08
Pa_4_3520	0.32	0.14	0.15	0	0.1	-0.28	0	-0.25	-0.05	-0.12
Pa_4_3530	0.21	0.32	-0.31	-0.36	0.03	-0.11	-0.07	-0.03	0.81	0.7
Pa_4_3540	-0.4	-0.66	-0.6	-0.46	-0.06	0.06	0.61	0.64	0.46	0.12
Pa_4_355	-0.14	-0.04	0.06	-0.1	0.29	0.14	0.63	-0.01	0.01	-0.16
Pa_4_3550	0.01	0.15	-0.36	0	-0.15	-0.39	-0.16	0.12	0.27	0
Pa_4_3560	0.07	-0.22	-0.42	-0.38	-0.29	-0.07	0.33	0.55	0.28	0.35
Pa_4_3570	0.54	-0.02	-0.16	-0.15	-0.24	0.02	0.23	0.28	-0.06	0.1
Pa_4_3580	0.44	-0.04	-0.17	-0.21	-0.27	-0.07	0.04	0.18	2.2	1.45
Pa_4_3590	0.04	-0.67	-0.59	-0.33	-0.24	-0.04	0.46	0.23	0.06	0.12
Pa_4_3595	-0.73	0	-0.23	-0.17	0	0.02	-0.19	0.01	1.23	2.6
Pa_4_360	-0.51	-0.13	0.85	0.78	0.65	0.48	0.13	-0.85	-1.12	-0.88
Pa_4_3600	0.07	0.35	0.15	-0.23	0.07	-0.13	-0.16	-0.07	0.02	-0.02
Pa_4_3610	0.04	0.38	0.07	0.32	-0.04	0.21	-0.35	-0.54	-0.9	-1.09
Pa_4_3630	0.11	-0.02	-0.18	-0.14	-0.19	0.02	0.29	0.6	0.27	-0.55
Pa_4_3635	0.2	-0.12	0.08	-0.08	-0.29	-0.32	-0.17	0.23	0.1	1.35
Pa_4_3640	-0.2	-0.01	-0.39	-0.16	0.26	0.32	0.09	0.01	-0.15	3.26
Pa_4_3650	-0.16	0.42	-0.26	0.05	0.13	-0.05	-0.16	-0.33	0.57	1.67
Pa_4_3655	0.04	0.64	0.49	0.63	0.28	-0.15	-0.58	-0.55	-0.04	-0.15
Pa_4_3660	0.06	0.17	0.18	-0.14	0.01	-0.17	-0.18	-0.04	-0.01	0.29
Pa_4_3670	-0.66	0.37	-0.13	0.43	-0.19	0.13	-0.17	-0.44	0.26	0.72
Pa_4_3680	-0.42	0.03	0.99	0.6	0.62	0.72	-0.03	-0.15	-0.29	-0.4
Pa_4_3690	-0.34	-0.15	-0.19	0.13	0.38	0.04	0.05	-0.04	-0.34	0.06
Pa_4_370	0.88	0.87	0.56	0.39	0.08	-0.11	-0.43	-0.58	-0.38	-0.08
Pa_4_3700	0.16	-0.37	-0.13	-0.31	-0.23	0	0.1	0.39	0.36	0
Pa_4_3710	-0.33	0.08	0.03	-0.03	0.41	0.14	0.06	-0.33	-1.21	-2.89
Pa_4_3720	-1.88	-1.9	-1.9	-0.92	-0.27	0.27	1.01	2.19	3.43	2.88
Pa_4_3730	-0.17	-0.26	-0.07	-0.13	0.04	0.09	-0.04	0.23	0.32	1.45
Pa_4_3740	0.02	-0.62	-0.7	-0.13	-0.02	0.16	0.88	0.94	0.16	-0.95
Pa_4_3750	0.02	-0.17	-0.22	-0.02	0.2	0.29	0.74	0.27	-0.79	-2.16
Pa_4_3755	-0.62	-0.61	-0.61	-1.04	-0.22	0.22	0.68	2.27	2.73	2.01
Pa_4_3760	0.08	0.2	0.14	-0.08	-0.6	-0.77	-0.65	1.44	1.28	-0.15
Pa_4_3765	-0.49	0.04	-0.67	-0.7	-0.04	0.17	0.34	0.33	0.18	-0.96
Pa_4_3770	2.51	1.43	0.48	-0.17	-0.26	-0.08	-0.46	-0.47	0.08	0.2
Pa_4_3775	-3.19	-0.04	-0.2	-0.57	-0.3	0.04	1.2	2.13	2.37	0.84
Pa_4_3780	4.83	3.24	2.45	0.02	0.12	-0.02	-0.4	-0.57	-0.38	-0.37
Pa_4_3790	3.02	2.23	2.19	1.13	0.4	-0.4	-1.44	-2.78	-3.47	-4.04
Pa_4_380	0.01	0.76	-0.76	-0.43	-0.28	0.25	0.08	-0.01	-0.11	0.43
Pa_4_3800	3.55	2.54	1.46	0.19	-0.03	0.03	-0.38	-0.3	-0.19	-1.21
Pa_4_3810	2.65	1.31	0.75	-1.16	-1.24	-1.25	-1.37	-0.75	1.15	1.24
Pa_4_3820	6.33	4.32	3.49	0.04	-0.34	-0.14	-0.58	-0.64	-0.04	0.27
Pa_4_3830	1.69	0.24	1.03	0.46	-0.11	0.11	-0.8	-2.01	-2.05	-2
Pa_4_3840	2.9	1.53	1.38	-0.03	-0.34	-0.47	-1.2	-1.13	0.03	0.57
Pa_4_3850	4.86	3.11	2.64	-0.64	-0.36	-0.2	-0.31	-0.11	0.5	0.11
Pa_4_3855	-0.56	-0.41	-0.47	0.16	0.01	-0.14	-0.01	0.8	2.41	1.88
Pa_4_3858	-1.04	0.97	1.65	1.99	1.12	0.24	-0.26	-0.39	-0.24	-0.5
Pa_4_3860	0.1	0.04	0.12	-0.01	0.01	-0.67	-1.07	-0.44	-0.1	1.35
Pa_4_3870	-0.15	0.07	-0.1	-0.17	-0.1	-0.07	0.18	0.27	0.41	0.64
Pa_4_3875	-0.5	0.84	-0.47	-0.05	0.43	0.23	-0.1	-0.69	0.05	0.63
Pa_4_3880	-1.08	0.15	-0.18	0.19	0.38	0.06	-0.06	-0.86	-0.59	0.15
Pa_4_3890	0.35	0.38	0.25	0.13	-0.08	0.03	-0.2	-0.19	-0.1	-0.03
Pa_4_390	0.84	0.9	0.01	0.34	-0.01	0.22	-0.02	-0.02	-0.35	-0.87
Pa_4_3900	0.32	0.04	-0.06	-0.04	-0.11	-0.08	0.19	0.23	0.14	-0.24
Pa_4_3910	0.4	0.18	-0.12	-0.27	-0.19	0.04	0.27	0.21	-0.09	-0.04
Pa_4_3920	2.82	2.02	0.7	0.06	-0.11	0.2	-0.06	-0.27	-0.49	-0.49
Pa_4_3925	-0.06	-0.14	0.71	0.95	0.55	-0.33	-0.63	-0.94	0.06	1.35
Pa_4_3926	-0.09	0.02	0.49	0.74	0.32	-0.16	-0.17	-0.58	-0.02	0.71
Pa_4_3930	0.33	-0.59	-0.1	-0.19	0.65	0.36	0	-0.18	0.14	0
Pa_4_3935	1.22	0.25	-0.38	-0.99	-0.21	0.31	0.4	0.01	-0.46	-0.01
Pa_4_3940	2.2	1.65	0.75	0.04	-0.27	-0.04	-0.51	-0.18	0	0
Pa_4_3950	0.48	0.09	-0.35	-0.81	-0.74	-0.09	0.5	0.55	0.45	-0.66
Pa_4_3960	-0.15	0.15	1.29	0.67	1	0.34	-0.35	-1.43	-1.7	-1.68
Pa_4_3970	0.12	0.57	0.24	-0.07	-0.05	-0.04	0.02	0.22	-0.02	-0.73
Pa_4_3980	-0.21	0.01	-0.14	0.39	0.99	-0.01	0.13	-0.41	-0.07	0.61
Pa_4_40	0.5	0.65	0.35	0.17	-0.3	-0.28	-0.58	-1.01	0.03	-0.03
Pa_4_400	0.09	0.11	-0.18	-0.28	-0.1	0.14	0.02	0.01	-0.01	-0.36
Pa_4_4000	0.17	-0.01	-0.17	-0.12	-0.44	-0.13	0.01	0.25	0.19	0.47
Pa_4_4010	0.53	1.89	0.09	0.52	-0.09	0.1	-1.08	-2.01	-1.72	-3.82
Pa_4_4020	0.31	0.85	0.69	0.47	0.24	-0.24	-0.32	-0.55	-0.5	-0.78
Pa_4_4030	0.19	1.11	0.87	0.72	0.46	-0.19	-0.8	-1.82	-1.94	-1.86
Pa_4_4035	-0.35	0.06	-0.38	0.2	0.24	0.07	0.03	-0.13	-0.15	-0.03
Pa_4_4037	-0.02	0.04	0	-0.13	0.16	0.13	-0.25	-0.23	0	0.12
Pa_4_4040	0.4	-0.49	-0.1	-0.26	-0.06	0.47	0.48	0.31	0.06	-0.09
Pa_4_4050	-0.53	-0.36	-0.47	-0.52	-0.13	0.13	0.45	0.42	0.16	0.86
Pa_4_4060	-0.05	-0.07	0.05	-0.07	-0.06	0.1	-0.11	0.39	1.86	1.19
Pa_4_4070	0.43	0	-0.09	-0.23	-0.36	-0.11	0	0.04	0.27	0.14
Pa_4_4080	0.26	0.81	0.18	0.25	-0.07	0.02	-0.02	-0.15	-0.35	-0.66
Pa_4_4090	1.01	0.95	0.29	-0.03	0.03	-0.46	-0.67	-1.24	-0.7	1.04
Pa_4_410	0.32	0.1	0.17	0.09	0.2	-0.09	-0.1	-0.35	-0.9	-1.9
Pa_4_4100	-0.6	0.07	-0.01	-0.06	0.01	-0.19	-0.04	0.56	0.39	0.17
Pa_4_4110	0.17	0.41	-0.05	-0.18	-0.1	0	0	0.11	-0.13	0.02
Pa_4_4120	0.29	0.33	-0.02	-0.19	-0.37	-0.16	-0.42	0.02	0.07	0.36
Pa_4_4130	-1.51	-1.65	-1.41	-1.56	-0.8	0.8	1.39	3.27	6.14	6.54
Pa_4_4140	0.6	0.4	0.34	0.03	-0.15	-0.23	-0.36	-0.03	0.1	-0.36
Pa_4_415	0.32	0.64	0.31	-0.15	0.26	0.05	-0.05	-0.36	-0.51	-0.63
Pa_4_4150	1.31	0.43	0.59	0.01	0.05	-0.01	-0.41	-0.63	-0.72	-0.77
Pa_4_4160	-1.54	-0.61	-0.49	0.37	0.04	0.03	0.15	-0.03	-0.08	0.64
Pa_4_4170	0.16	-0.49	-0.62	-0.67	-0.49	0.06	0.59	0.91	0.83	-0.06
Pa_4_4180	2.27	2.82	2.19	0.2	-0.2	-0.38	-0.89	-0.3	0.35	-0.95
Pa_4_4190	-0.31	0.91	1.05	1.1	0.55	0.31	-0.51	-0.9	-0.97	-0.77
Pa_4_420	0.34	0.76	0.01	0.07	-0.14	-0.01	-0.14	-0.14	-0.07	4.83
Pa_4_4200	-0.02	0.81	0.81	0.32	0.01	-0.01	-0.43	-0.8	-0.88	3.27
Pa_4_4210	4.65	3.24	2.8	0.3	-0.06	0.06	-1.04	-1.98	-2.24	-2.41
Pa_4_4220	4.95	3.2	3.72	0.51	-0.24	0.24	-0.76	-1.22	-1.47	-1.78
Pa_4_4230	5.89	3.67	2.98	0.15	-0.15	0.22	-0.74	-1.49	-1.53	-1.87
Pa_4_4240	1.45	1.81	-0.1	-0.59	-0.33	0.1	0.19	-0.37	-0.33	0.36
Pa_4_4250	-0.55	-0.43	-0.31	-0.13	-0.07	0.09	0.25	0.62	0.4	0.07
Pa_4_4260	-0.14	0.37	0.01	-0.27	0.09	-0.01	-0.17	0.34	0.09	-0.24
Pa_4_4270	-0.08	0.12	-0.14	-0.11	0.08	0.22	-0.17	-0.31	0.18	4.84
Pa_4_4290	0.21	0.56	0.39	0.56	0.06	-0.06	-0.57	-0.87	-1.21	-1.83
Pa_4_430	0.66	0.11	-0.11	-0.45	-0.36	-0.33	0.14	0.69	0.18	-0.69
Pa_4_4300	-0.28	0.34	0.13	0.62	0.42	0.45	-0.13	-0.41	-0.78	-1.08
Pa_4_4310	-0.47	-0.08	-0.23	0.17	0.08	0.25	0.26	0.18	-0.24	-0.6
Pa_4_4315	-0.33	-0.02	0.02	0.53	0.24	0.16	-0.31	-0.34	-0.05	0.27
Pa_4_4320	1.03	0.4	0.1	-0.1	-0.17	-0.22	-0.29	-0.1	0.43	0.38
Pa_4_4330	-0.27	0.4	0	-0.07	0	-0.1	-0.03	0.5	0.29	0.09
Pa_4_4340	0.02	0.44	0.07	-0.07	0.03	-0.25	-0.49	0.1	-0.02	-0.15
Pa_4_4350	-0.03	0.7	0.41	0.46	0.15	0.03	-0.59	-0.56	-0.52	-0.77
Pa_4_4360	-0.41	1	-0.05	0.1	0.41	0.05	0.06	-0.26	-0.2	-1.02
Pa_4_4370	-0.5	0.3	-1.02	-0.35	0.1	0.22	0.22	-0.26	0.05	-0.05
Pa_4_4380	-0.39	-0.11	-0.75	-0.55	0.11	0.15	0.4	0.81	0.81	-0.73
Pa_4_4390	6.07	1.98	0.98	-0.02	-0.17	-0.35	-0.53	-0.68	0.02	0.84
Pa_4_440	0.53	0.54	0.16	0.42	-0.05	0	-0.36	0	-0.22	-1.09
Pa_4_4400	0.11	0.02	-0.08	-0.12	-0.18	-0.04	-0.01	0.06	0.06	0.01
Pa_4_4410	0.24	0.06	-0.3	-0.2	-0.23	-0.08	0.12	0.32	0.1	-0.06
Pa_4_4415	0.05	0.01	-0.04	-0.17	-0.09	0.17	0.23	0.36	-0.01	-0.4
Pa_4_4420	-1.16	-0.07	0.32	-0.02	-0.08	-0.01	0.01	1.34	0.98	0.9
Pa_4_4430	-2.33	-0.22	-0.11	0	0	0.09	-0.61	0.2	0.08	0.09
Pa_4_4440	-0.6	0.01	-0.26	0.01	-0.22	-0.01	-0.07	0.6	0.03	0.36
Pa_4_445	-0.61	0.06	-0.56	-0.54	-0.15	0.01	-0.01	0.58	3.45	4.98
Pa_4_4450	0.37	0.25	-0.09	-0.28	-0.1	0.17	0.09	0.26	-0.11	-0.47
Pa_4_4460	0.68	0.54	0.43	0.14	0.02	-0.14	-0.11	-0.02	-0.29	-0.59
Pa_4_4470	-0.02	-0.1	0	0.08	0.03	-0.04	0.21	0.15	0	-0.29
Pa_4_4480	-0.33	0.72	0.27	0.28	0.32	0.07	-0.07	-0.39	-0.36	-0.35
Pa_4_4490	0.62	0.68	0.08	-0.21	0.18	-0.08	-0.22	-0.47	-0.31	0.37
Pa_4_450	0.82	0.27	0.12	0.13	0.09	-0.09	-0.59	-0.99	-1.37	-1.76
Pa_4_4500	4.27	2.23	2.27	0.24	-0.15	0.15	-0.76	-2.88	-2.23	-2.12
Pa_4_4510	1.13	0.72	0.3	0.24	0.02	-0.02	-0.54	-0.79	-0.65	-1.44
Pa_4_4520	4.73	2.31	0.85	-0.12	0.08	0.2	-0.08	-0.1	-0.51	-0.65
Pa_4_4530	-0.51	0.12	0	-0.12	0.4	0	0.22	-0.48	-0.03	1.46
Pa_4_4540	-0.04	-0.27	1.17	2.81	2.64	1.27	0.04	-0.66	-0.75	-0.38
Pa_4_4550	1.22	-0.44	0.76	1.91	1.66	0.44	-0.82	-1.69	-2.11	-1.62
Pa_4_4560	-0.24	0.46	0	0.15	0.24	0	-0.32	-0.41	-0.71	1.4
Pa_4_4570	-0.53	0.39	0.1	-0.1	-0.37	-0.48	-0.25	0.62	0.63	0.98
Pa_4_4580	0.1	-0.47	-0.69	-0.16	-0.1	-0.75	0.35	2.61	3.32	4.13
Pa_4_4590	-0.02	0.05	0.76	0.4	0.28	0.02	-0.28	-0.62	-1.14	-2.06
Pa_4_460	0.86	0.5	-0.14	-0.01	-0.15	-0.1	-0.04	0.01	0.05	0.46
Pa_4_4600	0.28	-0.14	-0.27	-0.31	-0.27	0.08	0.28	0.4	0.18	-0.08
Pa_4_4610	0.02	0.25	-0.02	0.42	0.06	0.23	-0.37	-0.97	-1.01	-0.79
Pa_4_4620	-0.1	0.35	0.19	0.29	0.3	0.1	-0.1	-0.47	-0.43	-0.15
Pa_4_4640	0.33	0.13	0.19	0.18	-0.13	-0.16	-0.84	-1.09	-0.83	0.39
Pa_4_4650	-0.19	0.11	-0.04	-0.18	0.44	0.04	0.35	0.35	-0.27	-0.18
Pa_4_4660	-0.37	0.1	-0.08	0.04	0.08	0	-0.08	-0.01	0	0.11
Pa_4_4670	0.94	-0.13	1.07	0.58	0.6	0.13	-1	-2.85	-2.96	-3.05
Pa_4_4680	1.07	0.59	0.35	0.06	0.01	-0.01	-0.48	-0.24	-0.42	-1.52
Pa_4_4690	0.65	-0.02	0.36	0.06	0.19	0.02	-0.19	-0.9	-1.43	-1.74
Pa_4_470	0.14	0.24	0.19	-0.11	-0.03	0.06	-0.13	-0.03	0.03	-0.53
Pa_4_4700	-0.08	0.08	0.77	0.67	0.55	0.38	-0.37	-1.01	-1.48	-1.27
Pa_4_4710	0.16	-0.16	-0.24	-0.08	-0.31	0.04	0.28	0.46	0.62	-0.04
Pa_4_4720	0.88	0.21	0.23	0.05	0.09	-0.05	-0.18	-0.4	-0.74	-0.23
Pa_4_4730	-0.01	0.09	-0.17	-0.49	-0.58	-0.26	0.01	0.73	0.76	0.08
Pa_4_4740	0.17	0.08	0.29	0	-0.13	-0.12	-0.1	0	0.06	-0.14
Pa_4_4750	0.1	0.01	-0.07	-0.01	-0.12	-0.14	0.02	0.29	0.26	-0.08
Pa_4_4760	0.4	0.41	-0.1	0.01	-0.28	-0.15	-0.01	0.14	0.02	-0.3
Pa_4_4770	2.3	1.72	0.6	0.08	0.01	-0.01	-0.11	-0.49	-0.73	-1.79
Pa_4_4780	-0.03	0.5	0	-0.12	-0.39	-0.37	0.1	1	0.78	0
Pa_4_4790	0.31	0.46	3.59	2.03	0.54	-0.31	-0.71	-0.94	-0.96	-1.09
Pa_4_480	-0.46	-0.03	-0.42	0.18	0.03	-0.07	-0.05	0.99	0.67	0.53
Pa_4_4800	-0.16	-0.04	0.69	-0.01	0.41	0.38	0.14	-0.75	-0.12	0.01
Pa_4_4810	0.57	0.66	0.42	0.16	0.02	-0.02	-0.32	-0.21	-0.34	-0.53
Pa_4_4815	0.82	0.25	0.36	0.05	0.02	-0.02	-0.06	-0.16	-0.72	-2
Pa_4_4820	0.4	-0.22	0.66	0.08	-0.08	0.55	0.12	-0.36	-1.01	-0.41
Pa_4_4830	0.32	0.27	0.24	0	-0.28	-0.25	-0.17	0	0	-0.78
Pa_4_4840	-0.28	0.11	-0.19	0.04	0.15	-0.08	-0.01	-0.02	0.01	0.04
Pa_4_4850	0.89	1.17	0.75	0.07	0.08	-0.07	-0.41	-0.84	-1.43	-2.42
Pa_4_4860	1.06	0.2	0.5	0.16	0.06	-0.06	-0.68	-0.99	-1.42	-1.37
Pa_4_4870	0.52	0.01	-0.22	-0.39	-0.24	0.02	-0.22	-0.01	0.82	1.47
Pa_4_4880	-0.04	0.26	0.28	0.42	0.04	0.05	-0.41	-0.15	-0.2	-0.8
Pa_4_4890	-0.04	-0.03	-0.34	0.01	-0.17	0.15	-0.01	0.18	0.23	0.7
Pa_4_490	0.21	-0.92	-0.29	-0.16	-0.34	0.16	0.59	0.68	0.33	-0.78
Pa_4_4900	0.13	-0.34	-0.37	-0.16	-0.42	-0.13	0.14	0.36	0.35	0.45
Pa_4_4910	0.12	-0.37	0.12	-0.01	0.22	0.04	0.01	-0.19	-0.14	-0.3
Pa_4_4920	-0.09	-0.08	-0.01	-0.06	0.01	0.2	-0.03	0.13	0.31	0.72
Pa_4_4930	-0.01	-0.26	0.85	0.67	0.68	0.62	0.01	-0.4	-0.64	-0.16
Pa_4_4950	0.72	0.13	-0.33	-0.65	-0.35	-0.32	-0.13	1.2	1.25	1.65
Pa_4_4960	0.23	0.2	-0.47	-0.81	-0.84	-0.54	-0.2	1.12	2.03	1.55
Pa_4_4970	0.69	0.91	0.22	-0.24	0	0	-0.11	-0.45	-0.06	0.44
Pa_4_4980	0.48	0.14	1.09	0.59	-0.14	0.24	-0.52	-1.04	-1.1	-0.57
Pa_4_4990	-0.11	0.04	0.27	-0.09	-0.24	-0.22	-0.04	1.1	1.17	1.42
Pa_4_50	1.19	0.75	0.7	1.06	0.36	-0.36	-1.52	-1.51	-1.65	-1.69
Pa_4_500	0.26	0.26	-0.62	0.25	-0.06	0.06	-0.34	-0.44	-0.3	0.14
Pa_4_5000	0.14	0.02	0.23	0.15	0.22	-0.02	-0.08	-0.37	-0.77	-0.9
Pa_4_5010	-0.05	0.11	-0.26	-0.07	-0.08	0.05	-0.23	0.92	1.6	3.78
Pa_4_5015	-0.37	0.19	0.46	-0.41	0.01	-0.01	-0.82	0.04	-0.2	0.54
Pa_4_5020	0.68	0.52	0.06	0.02	0.06	-0.02	-0.25	-0.64	-1.18	-1.85
Pa_4_5030	-0.16	0.09	0.76	0.71	-0.02	-0.19	-0.23	-0.56	0.02	1.91
Pa_4_5040	0.19	-0.39	-0.07	-0.35	-0.21	-0.07	0.07	0.2	0.24	0.45
Pa_4_5050	0.6	0.29	0.03	-0.36	-0.11	-0.16	0	-0.1	0	0.24
Pa_4_5060	0.33	0.11	-0.17	-0.31	-0.37	-0.38	-0.11	0.26	0.61	0.59
Pa_4_5070	0.38	-0.11	-0.08	-0.26	0.02	-0.02	0.22	-0.14	0.99	3.4
Pa_4_5080	1.29	0.62	0.37	-0.1	-0.1	-0.28	-0.54	-0.86	0.1	1.7
Pa_4_5090	1.41	0.21	-0.07	-0.25	-0.21	-0.21	-0.09	0.07	1.01	1.42
Pa_4_510	-1.18	0.48	-0.3	0.11	0.78	0.36	0.36	-0.43	-0.33	-0.11
Pa_4_5100	0.21	1.25	-0.81	-0.83	0.42	-0.1	0.1	-1.23	-0.82	0.25
Pa_4_5110	-0.94	0.64	-1.06	-0.96	0.67	-0.02	0.52	-0.5	0.02	0.95
Pa_4_5120	0.04	1.23	-0.77	-0.64	0.63	-0.04	0.21	-1.25	-0.65	0.61
Pa_4_5130	-0.04	0.36	0.04	-0.06	0.08	0.16	-0.28	-0.65	-0.1	0.54
Pa_4_5140	-0.33	0.07	-0.33	-0.68	0.15	-0.06	0.06	-0.41	0.48	0.69
Pa_4_5145	-0.24	0.02	-0.19	-0.13	-0.06	-0.02	0.11	3.61	6.24	4.06
Pa_4_5148	0.64	-0.51	-0.44	0.09	-0.24	-0.09	-0.11	0.44	2.8	3.83
Pa_4_515	-0.66	0.13	0.4	-0.1	-0.03	-0.08	-0.02	0.02	1.25	1.38
Pa_4_5150	1.51	0.29	0.05	0.23	-0.05	0.1	-0.4	-0.37	-0.55	-1.27
Pa_4_5160	0.08	0.03	-0.28	-0.33	-0.39	-0.21	-0.03	0.23	0.14	0.08
Pa_4_5170	-0.84	-0.14	-0.47	0.22	-0.2	0.41	0.14	0.58	0.21	-1.65
Pa_4_5180	-0.32	0.06	-0.06	0.15	0.12	0.06	0.09	-0.16	-0.22	-0.19
Pa_4_5190	0.38	0.18	-0.1	0	-0.2	0.08	0	0.06	-0.22	-0.5
Pa_4_520	-0.08	0.35	0	-0.07	-0.06	-0.33	0	0.32	0.26	0.25
Pa_4_5200	0.04	0.02	-0.03	0.07	0.02	-0.24	-0.22	-0.25	0.02	-0.02
Pa_4_5210	-0.01	0.02	0.11	0.18	-0.22	-0.01	0.14	0.01	-0.3	-0.64
Pa_4_5220	0.42	0.31	0	0.08	-0.15	-0.08	0.12	-0.21	0	-0.15
Pa_4_5230	0.21	0.23	0.13	0	-0.1	0.11	0	-0.12	-0.34	-0.08
Pa_4_5240	-0.28	-0.2	0.32	0.91	0.48	0.09	0.01	-0.01	-0.1	-0.67
Pa_4_525	-0.39	0.12	0	0.19	0.29	0.28	0	-0.38	-0.88	-1.52
Pa_4_5250	-0.23	0.1	-0.09	0.06	0	0.02	-0.08	-0.27	0	3.72
Pa_4_5260	-0.03	-0.79	-0.32	0.38	0.03	-0.08	0.07	0.26	0.3	-0.29
Pa_4_5270	0.16	-0.4	-0.1	-0.22	-0.23	0.1	0.24	0.26	0.19	-0.28
Pa_4_5280	0	-0.01	0.61	1.55	1.35	0.21	-0.77	-0.99	-0.23	0
Pa_4_5290	0.78	1.32	0.34	-0.06	0.06	-0.06	-0.65	-1.26	-0.53	0.83
Pa_4_530	-0.47	0.34	0.16	0.2	0.46	0.21	-0.16	-0.55	-0.91	-1.5
Pa_4_5300	-0.12	0.08	-0.21	0.01	0.02	0.09	-0.11	-0.06	-0.01	5.32
Pa_4_5310	-0.27	-0.34	-0.18	-0.25	-0.01	0.12	0.01	0.5	1.32	5.98
Pa_4_5320	-0.44	0.02	-0.61	0.09	-0.02	-0.05	-0.11	0.62	0.72	3.64
Pa_4_5325	-0.98	0.3	0.77	0.74	0.14	-0.14	-0.84	-1.23	-1.31	3.63
Pa_4_5330	-0.3	0.54	1.08	0.68	0.15	-0.15	-1.19	-1.66	-1.06	3.35
Pa_4_5340	0.37	0.71	0.78	0.39	-0.17	-0.09	-0.76	-1.04	-1.21	0.09
Pa_4_5350	0.22	-0.12	0.23	0.51	0.13	0.05	-0.08	-0.05	-0.55	-1.74
Pa_4_5360	-0.31	-0.88	0.31	-0.31	-0.6	-0.33	0.98	1.56	1.54	2.75
Pa_4_5370	0.32	0.48	-0.09	0.33	0.03	-0.04	-0.1	0.12	-0.03	-0.26
Pa_4_5380	-1.1	-0.03	0.06	0.43	0.03	0.33	-0.46	-0.43	-0.28	0.79
Pa_4_5390	-1.66	-0.49	-0.56	0.4	0.16	-0.53	-0.16	2.65	4.05	7.18
Pa_4_540	-0.04	0.41	-0.07	-0.08	0.04	-0.28	-0.31	0.08	0.18	0.37
Pa_4_5400	-0.22	-0.1	-0.24	-0.14	-0.04	0.12	0.04	1.14	4.08	5.84
Pa_4_5410	0.9	0.26	-0.01	-0.37	-0.17	0.01	0.07	0.08	-0.23	-1.76
Pa_4_5420	0.56	0.39	0.18	0.01	-0.11	-0.03	-0.15	-0.19	-0.01	0.41
Pa_4_5430	0.29	0.49	0.12	0.12	-0.21	-0.12	-0.52	-0.63	-0.18	0.33
Pa_4_5440	1.84	1.37	0.58	0.91	0.09	-0.09	-0.98	-1.14	-0.69	-0.48
Pa_4_5450	-1.26	-0.76	0.64	-0.06	0.26	0.07	0.29	-0.3	-0.74	0.06
Pa_4_5460	1.14	1.28	0.49	0.57	0	0	-0.48	-0.67	-1.53	-2.16
Pa_4_5470	0.07	-0.22	0.41	-0.07	-0.66	-0.53	-0.93	0.25	0.61	0.9
Pa_4_5480	0.82	0.52	0.26	0	-0.3	-0.21	-0.69	-0.53	0	0.43
Pa_4_5490	1.24	0.28	0.69	-0.25	-0.14	0.13	-0.19	-0.22	-0.13	0.17
Pa_4_550	0.01	0.06	0.04	-0.1	0	0.08	-0.16	-0.16	-0.22	0
Pa_4_5500	0.83	0.46	0.89	0	-0.06	-0.07	-0.01	0.04	0	-0.16
Pa_4_5503	-0.07	-0.07	0.02	0.14	-0.02	0.06	-0.03	0.23	-0.08	0.1
Pa_4_5506	-0.57	0.07	-0.07	0.01	0.26	0.1	0.1	-0.01	-0.33	-1.32
Pa_4_5510	-1.29	-0.4	0.45	0.53	0.49	0.31	0.09	-0.09	-0.2	-0.75
Pa_4_5520	-0.47	-0.47	-0.32	0.13	0.34	0.31	-0.13	-0.27	0.18	0.13
Pa_4_5530	-0.57	-0.7	-0.45	0.08	0.53	0.31	0.04	-0.4	-0.04	0.73
Pa_4_5540	-0.52	-0.27	-0.02	0.39	0.35	0.36	-0.2	-0.47	0.02	0.71
Pa_4_5550	-0.31	-0.16	-0.15	-0.19	0.02	0.1	-0.02	0.06	0.12	0.15
